iso3c,Country,SPAM_short_name,SPAM_production,FAO_production,SPAM_full_name,per_diff,raw_diff
SAU,Saudi Arabia,rape,0,NA,rapeseed,NA,NA
SEN,Senegal,rape,0,NA,rapeseed,NA,NA
SRB,Serbia,rape,39991.6999559775,41830,rapeseed,0.044934291147985445,-1838.3000440225005
SYC,Seychelles,rape,0,NA,rapeseed,NA,NA
SLE,Sierra Leone,rape,0,NA,rapeseed,NA,NA
SGP,Singapore,rape,0,NA,rapeseed,NA,NA
SXM,Sint Maarten,rape,0,NA,rapeseed,NA,NA
SVK,Slovakia,rape,467361.44153413177,432420,rapeseed,0.07766650860136977,34941.441534131765
SVN,Slovenia,rape,7138.964027784765,8590,rapeseed,0.18450496417335835,-1451.0359722152352
SLB,Solomon Islands,rape,0,NA,rapeseed,NA,NA
SOM,Somalia,rape,0,NA,rapeseed,NA,NA
ZAF,South Africa,rape,128933.45582455397,105000,rapeseed,0.20461764000531538,23933.455824553967
KOR,South Korea,rape,954.1719391047955,1000,rapeseed,0.0469027929202569,-45.828060895204544
SSD,South Sudan,rape,0,NA,rapeseed,NA,NA
ESP,Spain,rape,283437.06803387403,225165,rapeseed,0.22914601294933384,58272.068033874035
LKA,Sri Lanka,rape,144.80761892348528,221,rapeseed,0.4165707718211939,-76.19238107651472
SDN,Sudan,rape,0,NA,rapeseed,NA,NA
SUR,Suriname,rape,0,NA,rapeseed,NA,NA
SJM,Svalbard and Jan Mayen,rape,0,NA,rapeseed,NA,NA
SWZ,Swaziland,rape,0,NA,rapeseed,NA,NA
SWE,Sweden,rape,263425.9152661413,268100,rapeseed,0.01758741991542721,-4674.084733858705
CHE,Switzerland,rape,73275.10088270903,71900,rapeseed,0.018944032059877932,1375.1008827090263
SYR,Syria,rape,0,NA,rapeseed,NA,NA
TWN,Taiwan,rape,8.639999955892563,8,rapeseed,0.07692307182560128,0.6399999558925629
TJK,Tajikistan,rape,47.107318848371506,37,rapeseed,0.24034338477946154,10.107318848371506
TZA,Tanzania,rape,0,NA,rapeseed,NA,NA
THA,Thailand,rape,727.6999996230006,NA,rapeseed,NA,NA
TLS,Timor-Leste,rape,0,NA,rapeseed,NA,NA
TGO,Togo,rape,0,NA,rapeseed,NA,NA
TKL,Tokelau,rape,0,NA,rapeseed,NA,NA
TON,Tonga,rape,0,NA,rapeseed,NA,NA
TTO,Trinidad and Tobago,rape,0,NA,rapeseed,NA,NA
TUN,Tunisia,rape,3778.955333970487,3813,rapeseed,0.008968615997298814,-34.04466602951288
TUR,Turkey,rape,121773.60283063352,125000,rapeseed,0.026148640959631573,-3226.397169366479
TKM,Turkmenistan,rape,0.20000000298023224,NA,rapeseed,NA,NA
TCA,Turks and Caicos Islands,rape,0,NA,rapeseed,NA,NA
TUV,Tuvalu,rape,0,NA,rapeseed,NA,NA
UGA,Uganda,rape,0,NA,rapeseed,NA,NA
UKR,Ukraine,rape,1291703.7188277096,1189490,rapeseed,0.08239076058599931,102213.71882770956
ARE,United Arab Emirates,rape,0,NA,rapeseed,NA,NA
GBR,United Kingdom,rape,1829007.5934602767,1775000,rapeseed,0.029970854422325454,54007.59346027672
USA,United States,rape,1080415.6052551568,1449040,rapeseed,0.29146539988999615,-368624.39474484324
URY,Uruguay,rape,53117.77788281441,41000,rapeseed,0.25750242208017693,12117.777882814407
UZB,Uzbekistan,rape,1409.0352509915829,1367,rapeseed,0.03028437839654099,42.03525099158287
VUT,Vanuatu,rape,0,NA,rapeseed,NA,NA
VEN,Venezuela,rape,0,NA,rapeseed,NA,NA
VNM,Vietnam,rape,0.6000000014901161,NA,rapeseed,NA,NA
VIR,"Virgin Islands, U.S.",rape,0,NA,rapeseed,NA,NA
WLF,Wallis and Futuna,rape,0,NA,rapeseed,NA,NA
ESH,Western Sahara,rape,0,NA,rapeseed,NA,NA
YEM,Yemen,rape,0,NA,rapeseed,NA,NA
ZMB,Zambia,rape,0,NA,rapeseed,NA,NA
ZWE,Zimbabwe,rape,0,NA,rapeseed,NA,NA
XMI,Madeira Island,rape,0,NA,rapeseed,NA,NA
COD,Democratic Republic of the Congo,rape,0,NA,rapeseed,NA,NA
AFG,Afghanistan,rcof,0,NA,robusta coffee,NA,NA
ALA,Åland,rcof,0,NA,robusta coffee,NA,NA
ALB,Albania,rcof,0,NA,robusta coffee,NA,NA
DZA,Algeria,rcof,0,NA,robusta coffee,NA,NA
ASM,American Samoa,rcof,0,NA,robusta coffee,NA,NA
AND,Andorra,rcof,0,NA,robusta coffee,NA,NA
AGO,Angola,rcof,15820.415650904179,14709,robusta coffee,0.07280949387390337,1111.4156509041786
AIA,Anguilla,rcof,0,NA,robusta coffee,NA,NA
ATG,Antigua and Barbuda,rcof,0,NA,robusta coffee,NA,NA
ARG,Argentina,rcof,0,NA,robusta coffee,NA,NA
ARM,Armenia,rcof,0,NA,robusta coffee,NA,NA
ABW,Aruba,rcof,0,NA,robusta coffee,NA,NA
AUS,Australia,rcof,0,NA,robusta coffee,NA,NA
AUT,Austria,rcof,0,NA,robusta coffee,NA,NA
AZE,Azerbaijan,rcof,0,NA,robusta coffee,NA,NA
BHS,Bahamas,rcof,0,NA,robusta coffee,NA,NA
BHR,Bahrain,rcof,0,NA,robusta coffee,NA,NA
BGD,Bangladesh,rcof,16.799999237060547,NA,robusta coffee,NA,NA
BRB,Barbados,rcof,0,NA,robusta coffee,NA,NA
BLR,Belarus,rcof,0,NA,robusta coffee,NA,NA
BEL,Belgium,rcof,0,NA,robusta coffee,NA,NA
BLZ,Belize,rcof,0,94,robusta coffee,2,-94
BEN,Benin,rcof,57.20000037550926,48,robusta coffee,0.17490494948041915,9.200000375509262
BMU,Bermuda,rcof,0,NA,robusta coffee,NA,NA
BTN,Bhutan,rcof,0,NA,robusta coffee,NA,NA
BOL,Bolivia,rcof,0.3136385381221771,21427,robusta coffee,1.99994145070289,-21426.686361461878
BES,"Bonaire, Sint Eustatius and Saba",rcof,0,NA,robusta coffee,NA,NA
BIH,Bosnia and Herzegovina,rcof,0,NA,robusta coffee,NA,NA
BWA,Botswana,rcof,0,NA,robusta coffee,NA,NA
BRA,Brazil,rcof,1110966.8466938362,3024466,robusta coffee,0.9254166246882491,-1913499.1533061638
IOT,British Indian Ocean Territory,rcof,0,NA,robusta coffee,NA,NA
VGB,British Virgin Islands,rcof,0,NA,robusta coffee,NA,NA
BRN,Brunei,rcof,0.10000000149011612,NA,robusta coffee,NA,NA
BGR,Bulgaria,rcof,0,NA,robusta coffee,NA,NA
BFA,Burkina Faso,rcof,0,NA,robusta coffee,NA,NA
BDI,Burundi,rcof,0.030289018526673317,13624,robusta coffee,1.9999911071781598,-13623.969710981473
KHM,Cambodia,rcof,485.244194239378,372,robusta coffee,0.26420521713735984,113.24419423937798
CMR,Cameroon,rcof,21337.826078105718,33101,robusta coffee,0.43216118970005535,-11763.173921894282
CAN,Canada,rcof,0,NA,robusta coffee,NA,NA
CPV,Cape Verde,rcof,4.400000065565109,68,robusta coffee,1.7569060739458293,-63.59999993443489
CYM,Cayman Islands,rcof,0,NA,robusta coffee,NA,NA
CAF,Central African Republic,rcof,7608.626982092857,10120,robusta coffee,0.2833127484089776,-2511.3730179071426
TCD,Chad,rcof,0,NA,robusta coffee,NA,NA
CHL,Chile,rcof,0,NA,robusta coffee,NA,NA
CHN,China,rcof,788.5654665827751,102785,robusta coffee,1.969545686178499,-101996.43453341722
CXR,Christmas Island,rcof,0,NA,robusta coffee,NA,NA
CCK,Cocos Islands,rcof,0,NA,robusta coffee,NA,NA
COL,Colombia,rcof,4.279353737831116,818243,robusta coffee,1.9999790803887978,-818238.7206462622
COM,Comoros,rcof,0,135,robusta coffee,2,-135
COK,Cook Islands,rcof,0,0,robusta coffee,NaN,0
CRI,Costa Rica,rcof,0,102669,robusta coffee,2,-102669
CIV,Côte d'Ivoire,rcof,100823.44088967144,106000,robusta coffee,0.05005776026219345,-5176.559110328555
HRV,Croatia,rcof,0,NA,robusta coffee,NA,NA
CUB,Cuba,rcof,0,6785,robusta coffee,2,-6785
CUW,Curaçao,rcof,0,NA,robusta coffee,NA,NA
CYP,Cyprus,rcof,0,NA,robusta coffee,NA,NA
CZE,Czech Republic,rcof,0,NA,robusta coffee,NA,NA
DNK,Denmark,rcof,0,NA,robusta coffee,NA,NA
DJI,Djibouti,rcof,0,NA,robusta coffee,NA,NA
DMA,Dominica,rcof,0,213,robusta coffee,2,-213
DOM,Dominican Republic,rcof,0,11471,robusta coffee,2,-11471
ECU,Ecuador,rcof,2770.411079481244,3905,robusta coffee,0.33993080186663993,-1134.588920518756
EGY,Egypt,rcof,0,NA,robusta coffee,NA,NA
SLV,El Salvador,rcof,0,38636,robusta coffee,2,-38636
GNQ,Equatorial Guinea,rcof,4197.417660415173,4239,robusta coffee,0.009857819102517281,-41.58233958482742
ERI,Eritrea,rcof,0,NA,robusta coffee,NA,NA
EST,Estonia,rcof,0,NA,robusta coffee,NA,NA
ETH,Ethiopia,rcof,0,469091,robusta coffee,2,-469091
FLK,Falkland Islands,rcof,0,NA,robusta coffee,NA,NA
FRO,Faroe Islands,rcof,0,NA,robusta coffee,NA,NA
FJI,Fiji,rcof,20.393333315849304,19,robusta coffee,0.07073954898296042,1.3933333158493042
FIN,Finland,rcof,0,NA,robusta coffee,NA,NA
FRA,France,rcof,0,NA,robusta coffee,NA,NA
GUF,French Guiana,rcof,0,NA,robusta coffee,NA,NA
PYF,French Polynesia,rcof,5.866666793823242,22,robusta coffee,1.1578947224325211,-16.133333206176758
GAB,Gabon,rcof,149.47964796423912,92,robusta coffee,0.4760620486969678,57.47964796423912
GMB,Gambia,rcof,0,NA,robusta coffee,NA,NA
GEO,Georgia,rcof,0,NA,robusta coffee,NA,NA
DEU,Germany,rcof,0,NA,robusta coffee,NA,NA
GHA,Ghana,rcof,736.7359997704625,736,robusta coffee,9.994999383151147e-4,0.735999770462513
GIB,Gibraltar,rcof,0,NA,robusta coffee,NA,NA
GRC,Greece,rcof,0,NA,robusta coffee,NA,NA
GRL,Greenland,rcof,0,NA,robusta coffee,NA,NA
GRD,Grenada,rcof,0,NA,robusta coffee,NA,NA
GLP,Guadeloupe,rcof,0,30,robusta coffee,2,-30
GUM,Guam,rcof,0,NA,robusta coffee,NA,NA
GTM,Guatemala,rcof,45868.257729917765,236145,robusta coffee,1.349417001184455,-190276.74227008224
GGY,Guernsey,rcof,0,NA,robusta coffee,NA,NA
GIN,Guinea,rcof,38997.99394437671,38900,robusta coffee,0.00251595553145258,97.99394437670708
GNB,Guinea-Bissau,rcof,0,NA,robusta coffee,NA,NA
GUY,Guyana,rcof,402.380001783371,413,robusta coffee,0.026049199620793582,-10.619998216629028
HTI,Haiti,rcof,0,43257,robusta coffee,2,-43257
HND,Honduras,rcof,0,362229,robusta coffee,2,-362229
HKG,Hong Kong,rcof,0,NA,robusta coffee,NA,NA
HUN,Hungary,rcof,0,NA,robusta coffee,NA,NA
ISL,Iceland,rcof,0,NA,robusta coffee,NA,NA
IND,India,rcof,235287.89539843798,348000,robusta coffee,0.3864716051567281,-112712.10460156202
IDN,Indonesia,rcof,537113.075537987,639305,robusta coffee,0.17373402634140864,-102191.92446201295
IRN,Iran,rcof,0,NA,robusta coffee,NA,NA
IRQ,Iraq,rcof,0,NA,robusta coffee,NA,NA
IRL,Ireland,rcof,0,NA,robusta coffee,NA,NA
IMN,Isle of Man,rcof,0,NA,robusta coffee,NA,NA
ISR,Israel,rcof,0,NA,robusta coffee,NA,NA
ITA,Italy,rcof,0,NA,robusta coffee,NA,NA
JAM,Jamaica,rcof,0,7580,robusta coffee,2,-7580
JPN,Japan,rcof,0,NA,robusta coffee,NA,NA
JEY,Jersey,rcof,0,NA,robusta coffee,NA,NA
JOR,Jordan,rcof,0,NA,robusta coffee,NA,NA
KAZ,Kazakhstan,rcof,0,NA,robusta coffee,NA,NA
KEN,Kenya,rcof,0,46100,robusta coffee,2,-46100
KIR,Kiribati,rcof,0,NA,robusta coffee,NA,NA
XKO,Kosovo,rcof,0,NA,robusta coffee,NA,NA
KWT,Kuwait,rcof,0,NA,robusta coffee,NA,NA
KGZ,Kyrgyzstan,rcof,0,NA,robusta coffee,NA,NA
LAO,Laos,rcof,142071.67201808095,136600,robusta coffee,0.03926966798208275,5471.67201808095
LVA,Latvia,rcof,0,NA,robusta coffee,NA,NA
LBN,Lebanon,rcof,0,NA,robusta coffee,NA,NA
LSO,Lesotho,rcof,0,NA,robusta coffee,NA,NA
LBR,Liberia,rcof,1154.8326796889305,646,robusta coffee,0.5651082251315258,508.8326796889305
LBY,Libya,rcof,0,NA,robusta coffee,NA,NA
LIE,Liechtenstein,rcof,0,NA,robusta coffee,NA,NA
LTU,Lithuania,rcof,0,NA,robusta coffee,NA,NA
LUX,Luxembourg,rcof,0,NA,robusta coffee,NA,NA
MAC,Macao,rcof,0,NA,robusta coffee,NA,NA
MKD,Macedonia,rcof,0,NA,robusta coffee,NA,NA
MDG,Madagascar,rcof,52560.317778751254,53093,robusta coffee,0.01008358719721867,-532.6822212487459
MWI,Malawi,rcof,0,7217,robusta coffee,2,-7217
MYS,Malaysia,rcof,6817.775125879794,7170,robusta coffee,0.05036181536383566,-352.22487412020564
MDV,Maldives,rcof,0,NA,robusta coffee,NA,NA
MLI,Mali,rcof,4.900000095367432,NA,robusta coffee,NA,NA
MLT,Malta,rcof,0,NA,robusta coffee,NA,NA
MHL,Marshall Islands,rcof,0,NA,robusta coffee,NA,NA
MTQ,Martinique,rcof,0,27,robusta coffee,2,-27
MRT,Mauritania,rcof,0,NA,robusta coffee,NA,NA
MUS,Mauritius,rcof,0,0,robusta coffee,NaN,0
MYT,Mayotte,rcof,0,NA,robusta coffee,NA,NA
MEX,Mexico,rcof,0,151714,robusta coffee,2,-151714
FSM,Micronesia,rcof,0,NA,robusta coffee,NA,NA
MDA,Moldova,rcof,0,NA,robusta coffee,NA,NA
MCO,Monaco,rcof,0,NA,robusta coffee,NA,NA
MNG,Mongolia,rcof,0,NA,robusta coffee,NA,NA
MNE,Montenegro,rcof,0,NA,robusta coffee,NA,NA
MSR,Montserrat,rcof,0,NA,robusta coffee,NA,NA
MAR,Morocco,rcof,0,NA,robusta coffee,NA,NA
MOZ,Mozambique,rcof,0,835,robusta coffee,2,-835
MMR,Myanmar,rcof,2951.7379758358,8474,robusta coffee,0.966635509381221,-5522.2620241642
NAM,Namibia,rcof,0,NA,robusta coffee,NA,NA
NRU,Nauru,rcof,0,NA,robusta coffee,NA,NA
NPL,Nepal,rcof,0,532,robusta coffee,2,-532
NLD,Netherlands,rcof,0,NA,robusta coffee,NA,NA
NCL,New Caledonia,rcof,4.123077055439353,4,robusta coffee,0.030303062398488134,0.12307705543935299
NZL,New Zealand,rcof,0,NA,robusta coffee,NA,NA
NIC,Nicaragua,rcof,0,122470,robusta coffee,2,-122470
NER,Niger,rcof,2.200000047683716,NA,robusta coffee,NA,NA
NGA,Nigeria,rcof,1705.994745850563,1698,robusta coffee,0.0046972727324615104,7.994745850563049
NIU,Niue,rcof,0,NA,robusta coffee,NA,NA
NFK,Norfolk Island,rcof,0,NA,robusta coffee,NA,NA
PRK,North Korea,rcof,0,NA,robusta coffee,NA,NA
MNP,Northern Mariana Islands,rcof,0,NA,robusta coffee,NA,NA
NOR,Norway,rcof,0,NA,robusta coffee,NA,NA
OMN,Oman,rcof,0,NA,robusta coffee,NA,NA
PAK,Pakistan,rcof,0,NA,robusta coffee,NA,NA
PLW,Palau,rcof,0,NA,robusta coffee,NA,NA
PSE,Palestina,rcof,0,NA,robusta coffee,NA,NA
PAN,Panama,rcof,0,6135,robusta coffee,2,-6135
PNG,Papua New Guinea,rcof,389.7221452742815,58700,robusta coffee,1.9736182787039591,-58310.27785472572
PRY,Paraguay,rcof,0,395,robusta coffee,2,-395
PER,Peru,rcof,0,277760,robusta coffee,2,-277760
PHL,Philippines,rcof,67632.12382122874,68823,robusta coffee,0.017454473608941742,-1190.8761787712574
PCN,Pitcairn Islands,rcof,0,NA,robusta coffee,NA,NA
POL,Poland,rcof,0,NA,robusta coffee,NA,NA
PRT,Portugal,rcof,0,NA,robusta coffee,NA,NA
PRI,Puerto Rico,rcof,0,4416,robusta coffee,2,-4416
QAT,Qatar,rcof,0,NA,robusta coffee,NA,NA
COG,Republic of Congo,rcof,3014.916164904833,3008,robusta coffee,0.0022966166937979024,6.91616490483284
REU,Reunion,rcof,0,NA,robusta coffee,NA,NA
ROU,Romania,rcof,0,NA,robusta coffee,NA,NA
RUS,Russia,rcof,0,NA,robusta coffee,NA,NA
RWA,Rwanda,rcof,8.1448211669921875,19189,robusta coffee,1.9983029098873053,-19180.855178833008
BLM,Saint-Barthélemy,rcof,0,NA,robusta coffee,NA,NA
MAF,Saint-Martin,rcof,0,NA,robusta coffee,NA,NA
SHN,Saint Helena,rcof,0,NA,robusta coffee,NA,NA
KNA,Saint Kitts and Nevis,rcof,0,NA,robusta coffee,NA,NA
LCA,Saint Lucia,rcof,0,0,robusta coffee,NaN,0
SPM,Saint Pierre and Miquelon,rcof,0,NA,robusta coffee,NA,NA
VCT,Saint Vincent and the Grenadines,rcof,0,180,robusta coffee,2,-180
WSM,Samoa,rcof,0,12,robusta coffee,2,-12
SMR,San Marino,rcof,0,NA,robusta coffee,NA,NA
STP,São Tomé and Príncipe,rcof,2.3333334177732468,10,robusta coffee,1.2432432210384452,-7.666666582226753
SAU,Saudi Arabia,rcof,0,0,robusta coffee,NaN,0
SEN,Senegal,rcof,0,NA,robusta coffee,NA,NA
SRB,Serbia,rcof,0,NA,robusta coffee,NA,NA
SYC,Seychelles,rcof,0,NA,robusta coffee,NA,NA
SLE,Sierra Leone,rcof,31418.986613720655,31400,robusta coffee,6.044864695893857e-4,18.98661372065544
SGP,Singapore,rcof,0,NA,robusta coffee,NA,NA
SXM,Sint Maarten,rcof,0,NA,robusta coffee,NA,NA
SVK,Slovakia,rcof,0,NA,robusta coffee,NA,NA
SVN,Slovenia,rcof,0,NA,robusta coffee,NA,NA
SLB,Solomon Islands,rcof,0,NA,robusta coffee,NA,NA
SOM,Somalia,rcof,0,NA,robusta coffee,NA,NA
ZAF,South Africa,rcof,0,NA,robusta coffee,NA,NA
KOR,South Korea,rcof,0,NA,robusta coffee,NA,NA
SSD,South Sudan,rcof,16.5,NA,robusta coffee,NA,NA
ESP,Spain,rcof,0,0,robusta coffee,NaN,0
LKA,Sri Lanka,rcof,5679.243219643831,5593,robusta coffee,0.015301873453819297,86.24321964383125
SDN,Sudan,rcof,0,NA,robusta coffee,NA,NA
SUR,Suriname,rcof,0,5,robusta coffee,2,-5
SJM,Svalbard and Jan Mayen,rcof,0,NA,robusta coffee,NA,NA
SWZ,Swaziland,rcof,0,NA,robusta coffee,NA,NA
SWE,Sweden,rcof,0,NA,robusta coffee,NA,NA
CHE,Switzerland,rcof,0,NA,robusta coffee,NA,NA
SYR,Syria,rcof,0,NA,robusta coffee,NA,NA
TWN,Taiwan,rcof,0,0,robusta coffee,NaN,0
TJK,Tajikistan,rcof,0,NA,robusta coffee,NA,NA
TZA,Tanzania,rcof,31971.193264484406,52982,robusta coffee,0.49464430772137646,-21010.806735515594
THA,Thailand,rcof,31480.821657426655,31386,robusta coffee,0.00301658823928961,94.82165742665529
TLS,Timor-Leste,rcof,1.8811744451522827,9521,robusta coffee,1.999209829709857,-9519.118825554848
TGO,Togo,rcof,18553.32585796714,17933,robusta coffee,0.034003196725366315,620.3258579671383
TKL,Tokelau,rcof,0,NA,robusta coffee,NA,NA
TON,Tonga,rcof,0,16,robusta coffee,2,-16
TTO,Trinidad and Tobago,rcof,63.19999996572733,51,robusta coffee,0.2136602446477878,12.19999996572733
TUN,Tunisia,rcof,0,NA,robusta coffee,NA,NA
TUR,Turkey,rcof,0,NA,robusta coffee,NA,NA
TKM,Turkmenistan,rcof,0,NA,robusta coffee,NA,NA
TCA,Turks and Caicos Islands,rcof,0,NA,robusta coffee,NA,NA
TUV,Tuvalu,rcof,0,NA,robusta coffee,NA,NA
UGA,Uganda,rcof,207690.3141541183,208641,robusta coffee,0.004566967766108383,-950.6858458817005
UKR,Ukraine,rcof,0,NA,robusta coffee,NA,NA
ARE,United Arab Emirates,rcof,0,NA,robusta coffee,NA,NA
GBR,United Kingdom,rcof,0,NA,robusta coffee,NA,NA
USA,United States,rcof,0,1960,robusta coffee,2,-1960
URY,Uruguay,rcof,0,NA,robusta coffee,NA,NA
UZB,Uzbekistan,rcof,0,NA,robusta coffee,NA,NA
VUT,Vanuatu,rcof,32.375,30,robusta coffee,0.07615230460921844,2.375
VEN,Venezuela,rcof,0.11999944597482681,43012,robusta coffee,1.9999888404062878,-43011.880000554025
VNM,Vietnam,rcof,1471311.7652444988,1460800,robusta coffee,0.007170098608858662,10511.765244498849
VIR,"Virgin Islands, U.S.",rcof,0,NA,robusta coffee,NA,NA
WLF,Wallis and Futuna,rcof,0,NA,robusta coffee,NA,NA
ESH,Western Sahara,rcof,0,NA,robusta coffee,NA,NA
YEM,Yemen,rcof,0,18945,robusta coffee,2,-18945
ZMB,Zambia,rcof,6.9311744421720505,6955,robusta coffee,1.9960176713796787,-6948.068825557828
ZWE,Zimbabwe,rcof,0,700,robusta coffee,2,-700
XMI,Madeira Island,rcof,0,NA,robusta coffee,NA,NA
COD,Democratic Republic of the Congo,rcof,26704.04344174266,29867,robusta coffee,0.11182245777434106,-3162.9565582573414
AFG,Afghanistan,rest,70161.54605101049,80956,rest of crops,0.1428616892090848,-10794.45394898951
ALA,Åland,rest,0,NA,rest of crops,NA,NA
ALB,Albania,rest,16574.318130642176,17008,rest of crops,0.025827988864301266,-433.6818693578243
DZA,Algeria,rest,63640.0909729749,80996,rest of crops,0.2399941661900699,-17355.909027025104
ASM,American Samoa,rest,0,NA,rest of crops,NA,NA
AND,Andorra,rest,0,NA,rest of crops,NA,NA
AGO,Angola,rest,2082.7000494003296,2950,rest of crops,0.344665862096436,-867.2999505996704
AIA,Anguilla,rest,0,NA,rest of crops,NA,NA
ATG,Antigua and Barbuda,rest,0,30,rest of crops,2,-30
ARG,Argentina,rest,293270.39791274816,604373,rest of crops,0.6931541028667852,-311102.60208725184
ARM,Armenia,rest,5405.687160760164,4492,rest of crops,0.18462639724207874,913.6871607601643
ABW,Aruba,rest,0,NA,rest of crops,NA,NA
AUS,Australia,rest,188138.8584075123,671902,rest of crops,1.1249771144320837,-483763.1415924877
AUT,Austria,rest,6267.193294327706,1851,rest of crops,1.0879744135713945,4416.193294327706
AZE,Azerbaijan,rest,51094.8988834247,66816,rest of crops,0.2666606949051983,-15721.1011165753
BHS,Bahamas,rest,0,NA,rest of crops,NA,NA
BHR,Bahrain,rest,157.94743251800537,349,rest of crops,0.7537371933537073,-191.05256748199463
BGD,Bangladesh,rest,901468.9021013901,884354,rest of crops,0.019167524485491635,17114.902101390064
BRB,Barbados,rest,0,NA,rest of crops,NA,NA
BLR,Belarus,rest,20455.865263044834,19900,rest of crops,0.0275481771693721,555.8652630448341
BEL,Belgium,rest,680.5686200559139,708,rest of crops,0.03951029793973233,-27.431379944086075
BLZ,Belize,rest,0,0,rest of crops,NaN,0
BEN,Benin,rest,292457.72318919003,337635,rest of crops,0.14339882099303394,-45177.27681080997
BMU,Bermuda,rest,0,NA,rest of crops,NA,NA
BTN,Bhutan,rest,38970.26588281989,39035,rest of crops,0.0016597371074243401,-64.73411718010902
BOL,Bolivia,rest,77801.08824121952,171816,rest of crops,0.7532730424924146,-94014.91175878048
BES,"Bonaire, Sint Eustatius and Saba",rest,0,NA,rest of crops,NA,NA
BIH,Bosnia and Herzegovina,rest,32651.16027829051,32119,rest of crops,0.016432266834111208,532.1602782905102
BWA,Botswana,rest,0,300,rest of crops,2,-300
BRA,Brazil,rest,861130.4518365264,2420005,rest of crops,0.9502043247199294,-1558874.5481634736
IOT,British Indian Ocean Territory,rest,0,NA,rest of crops,NA,NA
VGB,British Virgin Islands,rest,0,NA,rest of crops,NA,NA
BRN,Brunei,rest,456.9395576417446,281,rest of crops,0.4768400225189171,175.9395576417446
BGR,Bulgaria,rest,41591.45781620592,122450,rest of crops,0.9858305730785323,-80858.54218379408
BFA,Burkina Faso,rest,87944.00075517595,392750,rest of crops,1.2681914014569362,-304805.99924482405
BDI,Burundi,rest,20.32777038216591,854,rest of crops,1.9070016025075782,-833.6722296178341
KHM,Cambodia,rest,44443.665229953825,40743,rest of crops,0.0868836741047254,3700.6652299538255
CMR,Cameroon,rest,202430.25723916292,283673,rest of crops,0.3342612564345177,-81242.74276083708
CAN,Canada,rest,12160.697674065828,12052,rest of crops,0.00897856781834386,108.69767406582832
CPV,Cape Verde,rest,1393.4444472789764,1470,rest of crops,0.05347095369269093,-76.55555272102356
CYM,Cayman Islands,rest,0,NA,rest of crops,NA,NA
CAF,Central African Republic,rest,4193.770809859037,13265,rest of crops,1.0391601205989145,-9071.229190140963
TCD,Chad,rest,0.5199999809265137,78000,rest of crops,1.999973333512088,-77999.48000001907
CHL,Chile,rest,114141.45223633945,111998,rest of crops,0.0189569065914188,2143.45223633945
CHN,China,rest,5856521.876562744,11021969,rest of crops,0.6120745226825852,-5165447.123437256
CXR,Christmas Island,rest,0,NA,rest of crops,NA,NA
CCK,Cocos Islands,rest,0,NA,rest of crops,NA,NA
COL,Colombia,rest,31239.469182670116,122763,rest of crops,1.1885982257696037,-91523.53081732988
COM,Comoros,rest,0,2560,rest of crops,2,-2560
COK,Cook Islands,rest,0,0,rest of crops,NaN,0
CRI,Costa Rica,rest,4662.623130917549,5080,rest of crops,0.08568059412211766,-417.37686908245087
CIV,Côte d'Ivoire,rest,1274164.9547483027,1432127,rest of crops,0.11673688418911808,-157962.0452516973
HRV,Croatia,rest,5924.0710644721985,4282,rest of crops,0.32178319239581293,1642.0710644721985
CUB,Cuba,rest,0,NA,rest of crops,NA,NA
CUW,Curaçao,rest,0,NA,rest of crops,NA,NA
CYP,Cyprus,rest,386.0429137535393,436,rest of crops,0.12154374281593419,-49.957086246460676
CZE,Czech Republic,rest,15726.656269729137,9987,rest of crops,0.4464286377263297,5739.656269729137
DNK,Denmark,rest,370.8339486643672,61,rest of crops,1.4349679992629685,309.8339486643672
DJI,Djibouti,rest,472.6240042448044,542,rest of crops,0.13675212781277124,-69.37599575519562
DMA,Dominica,rest,346.2031800746918,294,rest of crops,0.16308316390618768,52.20318007469177
DOM,Dominican Republic,rest,1753.7932707071304,1589,rest of crops,0.09859614840750847,164.79327070713043
ECU,Ecuador,rest,23327.00829334557,24104,rest of crops,0.03276302716775427,-776.9917066544294
EGY,Egypt,rest,75902.71657913923,163597,rest of crops,0.7323122104145242,-87694.28342086077
SLV,El Salvador,rest,976.733629476279,956,rest of crops,0.021455237452351155,20.73362947627902
GNQ,Equatorial Guinea,rest,0,NA,rest of crops,NA,NA
ERI,Eritrea,rest,620.8124943077564,595,rest of crops,0.04246130785562161,25.812494307756424
EST,Estonia,rest,0,NA,rest of crops,NA,NA
ETH,Ethiopia,rest,454736.6951521039,528659,rest of crops,0.1503409160977919,-73922.3048478961
FLK,Falkland Islands,rest,0,NA,rest of crops,NA,NA
FRO,Faroe Islands,rest,0,NA,rest of crops,NA,NA
FJI,Fiji,rest,5951.855153024197,6657,rest of crops,0.11184914703484027,-705.1448469758034
FIN,Finland,rest,0.30000000447034836,NA,rest of crops,NA,NA
FRA,France,rest,58481.85717526823,62620,rest of crops,0.06834152541100535,-4138.142824731767
GUF,French Guiana,rest,0,NA,rest of crops,NA,NA
PYF,French Polynesia,rest,8.20000021532178,22,rest of crops,0.9139072639924604,-13.79999978467822
GAB,Gabon,rest,24102.04079350829,25061,rest of crops,0.03901138705066974,-958.9592064917088
GMB,Gambia,rest,2727.940671980381,3018,rest of crops,0.10096147683322595,-290.059328019619
