"","animal_system","iso3c","Country","country_farm_feed_chi","fao_tonnes_production","cpi_prod"
"102","salmon","IOT","British Indian Ocean Territory",0,NA,NA
"103","salmon","IRL","Ireland",0.000393865849645934,16300,0.0000000241635490580328
"104","salmon","IRN","Iran",0,NA,NA
"105","salmon","IRQ","Iraq",0,NA,NA
"106","salmon","ISL","Iceland",0.000333453857295915,NA,NA
"107","salmon","ISR","Israel",0,NA,NA
"108","salmon","ITA","Italy",0,NA,NA
"109","salmon","JAM","Jamaica",0,NA,NA
"110","salmon","JEY","Jersey",0,NA,NA
"111","salmon","JOR","Jordan",0,NA,NA
"112","salmon","JPN","Japan",0.000307900151368244,13208,0.0000000233116407759119
"113","salmon","KAZ","Kazakhstan",0,NA,NA
"114","salmon","KEN","Kenya",0,NA,NA
"115","salmon","KGZ","Kyrgyzstan",0,NA,NA
"116","salmon","KHM","Cambodia",0,NA,NA
"117","salmon","KIR","Kiribati",0,NA,NA
"118","salmon","KNA","Saint Kitts and Nevis",0,NA,NA
"119","salmon","KOR","South Korea",0,NA,NA
"120","salmon","KWT","Kuwait",0,NA,NA
"121","salmon","LAO","Laos",0,NA,NA
"122","salmon","LBN","Lebanon",0,NA,NA
"123","salmon","LBR","Liberia",0,NA,NA
"124","salmon","LBY","Libya",0,NA,NA
"125","salmon","LCA","Saint Lucia",0,NA,NA
"126","salmon","LIE","Liechtenstein",0,NA,NA
"127","salmon","LKA","Sri Lanka",0,NA,NA
"128","salmon","LSO","Lesotho",0,NA,NA
"129","salmon","LTU","Lithuania",0,NA,NA
"130","salmon","LUX","Luxembourg",0,NA,NA
"131","salmon","LVA","Latvia",0,NA,NA
"132","salmon","MAC","Macao",0,NA,NA
"133","salmon","MAF","Saint-Martin",0,NA,NA
"134","salmon","MAR","Morocco",0,NA,NA
"135","salmon","MCO","Monaco",0,NA,NA
"136","salmon","MDA","Moldova",0,NA,NA
"137","salmon","MDG","Madagascar",0,NA,NA
"138","salmon","MDV","Maldives",0,NA,NA
"139","salmon","MEX","Mexico",0,NA,NA
"140","salmon","MHL","Marshall Islands",0,NA,NA
"141","salmon","MKD","Macedonia",0,NA,NA
"142","salmon","MLI","Mali",0,NA,NA
"143","salmon","MLT","Malta",0,NA,NA
"144","salmon","MMR","Myanmar",0,NA,NA
"145","salmon","MNE","Montenegro",0,NA,NA
"146","salmon","MNG","Mongolia",0,NA,NA
"147","salmon","MNP","Northern Mariana Islands",0,NA,NA
"148","salmon","MOZ","Mozambique",0,NA,NA
"149","salmon","MRT","Mauritania",0,NA,NA
"150","salmon","MSR","Montserrat",0,NA,NA
"151","salmon","MTQ","Martinique",0,NA,NA
"152","salmon","MUS","Mauritius",0,NA,NA
"153","salmon","MWI","Malawi",0,NA,NA
"154","salmon","MYS","Malaysia",0,NA,NA
"155","salmon","MYT","Mayotte",0,NA,NA
"156","salmon","NAM","Namibia",0,NA,NA
"157","salmon","NCL","New Caledonia",0,NA,NA
"158","salmon","NER","Niger",0,NA,NA
"159","salmon","NFK","Norfolk Island",0,NA,NA
"160","salmon","NGA","Nigeria",0,NA,NA
"161","salmon","NIC","Nicaragua",0,NA,NA
"162","salmon","NIU","Niue",0,NA,NA
"163","salmon","NLD","Netherlands",0,NA,NA
"164","salmon","NOR","Norway",0.0261315214157193,1233619.2,0.000000021182810234892
"165","salmon","NPL","Nepal",0,NA,NA
"166","salmon","NRU","Nauru",0,NA,NA
"167","salmon","NZL","New Zealand",0.000285043511969298,11451,0.0000000248924558527026
"168","salmon","OMN","Oman",0,NA,NA
"169","salmon","PAK","Pakistan",0,NA,NA
"170","salmon","PAN","Panama",0,NA,NA
"171","salmon","PCN","Pitcairn Islands",0,NA,NA
"172","salmon","PER","Peru",0,NA,NA
"173","salmon","PHL","Philippines",0,NA,NA
"174","salmon","PLW","Palau",0,NA,NA
"175","salmon","PNG","Papua New Guinea",0,NA,NA
"176","salmon","POL","Poland",0,NA,NA
"177","salmon","PRI","Puerto Rico",0,NA,NA
"178","salmon","PRK","North Korea",0,NA,NA
"179","salmon","PRT","Portugal",0,NA,NA
"180","salmon","PRY","Paraguay",0,NA,NA
"181","salmon","PSE","Palestina",0,NA,NA
"182","salmon","PYF","French Polynesia",0,NA,NA
"183","salmon","QAT","Qatar",0,NA,NA
"184","salmon","REU","Reunion",0,NA,NA
"185","salmon","ROU","Romania",0,NA,NA
"186","salmon","RUS","Russia",0.000270287125356527,12857,0.000000021022565556236
"187","salmon","RWA","Rwanda",0,NA,NA
"188","salmon","SAU","Saudi Arabia",0,NA,NA
"189","salmon","SDN","Sudan",0,NA,NA
"190","salmon","SEN","Senegal",0,NA,NA
"191","salmon","SGP","Singapore",0,NA,NA
"192","salmon","SHN","Saint Helena",0,NA,NA
"193","salmon","SJM","Svalbard and Jan Mayen",0,NA,NA
"194","salmon","SLB","Solomon Islands",0,NA,NA
"195","salmon","SLE","Sierra Leone",0,NA,NA
"196","salmon","SLV","El Salvador",0,NA,NA
"197","salmon","SMR","San Marino",0,NA,NA
"198","salmon","SOM","Somalia",0,NA,NA
"199","salmon","SPM","Saint Pierre and Miquelon",0,NA,NA
"200","salmon","SRB","Serbia",0,NA,NA
"201","salmon","SSD","South Sudan",0,NA,NA
"202","salmon","STP","São Tomé and Príncipe",0,NA,NA
"203","salmon","SUR","Suriname",0,NA,NA
"204","salmon","SVK","Slovakia",0,NA,NA
"205","salmon","SVN","Slovenia",0,NA,NA
"206","salmon","SWE","Sweden",0.0000574228627586062,NA,NA
"207","salmon","SWZ","Swaziland",0,NA,NA
"208","salmon","SXM","Sint Maarten",0,NA,NA
"209","salmon","SYC","Seychelles",0,NA,NA
"210","salmon","SYR","Syria",0,NA,NA
"211","salmon","TCA","Turks and Caicos Islands",0,NA,NA
"212","salmon","TCD","Chad",0,NA,NA
"213","salmon","TGO","Togo",0,NA,NA
"214","salmon","THA","Thailand",0,NA,NA
"215","salmon","TJK","Tajikistan",0,NA,NA
"216","salmon","TKL","Tokelau",0,NA,NA
"217","salmon","TKM","Turkmenistan",0,NA,NA
"218","salmon","TLS","Timor-Leste",0,NA,NA
"219","salmon","TON","Tonga",0,NA,NA
"220","salmon","TTO","Trinidad and Tobago",0,NA,NA
"221","salmon","TUN","Tunisia",0,NA,NA
"222","salmon","TUR","Turkey",0.000106119216293845,NA,NA
"223","salmon","TUV","Tuvalu",0,NA,NA
"224","salmon","TWN","Taiwan",0,NA,NA
"225","salmon","TZA","Tanzania",0,NA,NA
"226","salmon","UGA","Uganda",0,NA,NA
"227","salmon","UKR","Ukraine",0,NA,NA
"228","salmon","URY","Uruguay",0,NA,NA
"229","salmon","USA","United States",0.000219096231741936,16185,0.0000000135369930022821
"230","salmon","UZB","Uzbekistan",0,NA,NA
"231","salmon","VCT","Saint Vincent and the Grenadines",0,NA,NA
"232","salmon","VEN","Venezuela",0,NA,NA
"233","salmon","VGB","British Virgin Islands",0,NA,NA
"234","salmon","VIR","Virgin Islands, U.S.",0,NA,NA
"235","salmon","VNM","Vietnam",0,NA,NA
"236","salmon","VUT","Vanuatu",0,NA,NA
"237","salmon","WLF","Wallis and Futuna",0,NA,NA
"238","salmon","WSM","Samoa",0,NA,NA
"239","salmon","XKO","Kosovo",0,NA,NA
"240","salmon","XMI","Madeira Island",0,NA,NA
"241","salmon","YEM","Yemen",0,NA,NA
"242","salmon","ZAF","South Africa",0,NA,NA
"243","salmon","ZMB","Zambia",0,NA,NA
"244","salmon","ZWE","Zimbabwe",0,NA,NA
