"","iso3c","country","system","crop_cpi","crop_tonnes","fofm","fofm_cpi","fofm_tonnes","feed_tonnes","feed_cpi","cpi_per_tonne","crop_eff","fofm_eff","test_crop_fofm","perc_crop_prod"
"222","UGA","Uganda","feed_land_chickens_industrial_meat",0.000239850108905358,190796.190506867,"fofm",0,0,190796.190506867,0.000239850108905358,0.00000000125710114163273,0.00000000125710114163273,NA,NA,1
"223","UKR","Ukraine","feed_land_chickens_industrial_meat",0.00904395942743803,8837528.28393408,"fofm",0.00000135837867625294,69.8855129875557,8837598.16944707,0.00904531780611429,0.00000000102350408252158,0.00000000102335847047632,0.0000000194371997597674,-0.000000018413841289291,0.999992092250445
"224","URY","Uruguay","feed_land_chickens_industrial_meat",0.00175485574473134,716504.426731206,"fofm",0.00000127826444479696,52.1012429560267,716556.527974162,0.00175613400917614,0.0000000024507961906942,0.00000000244919037379468,0.000000024534240879355,-0.0000000220850505055604,0.999927289416924
"225","USA","United States","feed_land_chickens_industrial_meat",0.163036144948397,123271115.640406,"fofm",0.000152746970341222,17367.2388336505,123288482.87924,0.163188891918738,0.00000000132363452049759,0.0000000013225818887207,0.00000000879512119366156,-0.00000000747253930494086,0.999859133323502
"226","UZB","Uzbekistan","feed_land_chickens_industrial_meat",0.00145210880061396,421975.772907911,"fofm",0,0,421975.772907911,0.00145210880061396,0.00000000344121367586395,0.00000000344121367586395,NA,NA,1
"227","VCT","Saint Vincent and the Grenadines","feed_land_chickens_industrial_meat",0.000000179805024830566,604.44088554509,"fofm",0.00000000190125240927612,0.142465425355816,604.583350970446,0.000000181706277239842,0.000000000300547934289254,0.000000000297473299921491,0.000000013345360142839,-0.0000000130478868429175,0.999764357676858
"228","VEN","Venezuela","feed_land_chickens_industrial_meat",0.00239673770231639,710752.244038346,"fofm",0.00000124543322780198,156.187995499235,710908.432033845,0.00239798313554419,0.00000000337312518390558,0.00000000337211415429184,0.0000000079739369458012,-0.00000000460182279150936,0.999780298012428
"229","VGB","British Virgin Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000293309439675237,2.39502971767693,2.39502971767693,0.0000000293309439675237,0.0000000122465887379358,NA,0.0000000122465887379358,NA,0
"230","VIR","Virgin Islands, U.S.","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000000283413806386285,0.0210298834104655,0.0210298834104655,0.000000000283413806386285,0.0000000134767179092036,NA,0.0000000134767179092036,NA,0
"231","VNM","Vietnam","feed_land_chickens_industrial_meat",0.00168447691436961,1064524.94610751,"fofm",0.00000390127638769322,252.848618785096,1064777.79472629,0.00168837819075731,0.00000000158566247260191,0.00000000158237429806506,0.000000015429296811817,-0.000000013846922513752,0.999762533910796
"232","VUT","Vanuatu","feed_land_chickens_industrial_meat",0.0000039008953353058,1450.15377433098,"fofm",0.00000000322846776947079,0.293243116849675,1450.44701744783,0.00000390412380307527,0.00000000269166936545182,0.00000000268998736848129,0.000000011009526171166,-0.00000000831953880268473,0.999797825695581
"233","WLF","Wallis and Futuna","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000000019014195529133,0.000160953116678826,0.000160953116678826,0.0000000000019014195529133,0.0000000118134994347918,NA,0.0000000118134994347918,NA,0
"234","WSM","Samoa","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000076652995813586,0.0597640099572531,0.0597640099572531,0.00000000076652995813586,0.0000000128259458942619,NA,0.0000000128259458942619,NA,0
"235","XKO","Kosovo","feed_land_chickens_industrial_meat",0.00000643130521868042,5474.01604728118,"fofm",0,0,5474.01604728118,0.00000643130521868042,0.00000000117487876599754,0.00000000117487876599754,NA,NA,1
"236","XMI","Madeira Island","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000333185900977328,35.0678753975517,35.0678753975517,0.000000333185900977328,0.00000000950117157655321,NA,0.00000000950117157655321,NA,0
"237","YEM","Yemen","feed_land_chickens_industrial_meat",0.00250651780772401,177634.127168711,"fofm",0.0000201438226872692,1632.03327760773,179266.160446319,0.00252666163041128,0.0000000140944706135316,0.0000000141105644938566,0.0000000123427769296447,0.00000000176778756421185,0.990896032616839
"238","ZAF","South Africa","feed_land_chickens_industrial_meat",0.00430084689481485,3205223.60241109,"fofm",0.0000282055275293816,3762.38768646036,3208985.99009755,0.00432905242234423,0.00000000134904061149006,0.00000000134182429318803,0.00000000749670950468084,-0.00000000615488521149281,0.998827546241065
"239","ZMB","Zambia","feed_land_chickens_industrial_meat",0.000481172262866755,365565.901666885,"fofm",0,0,365565.901666885,0.000481172262866755,0.00000000131623945415241,0.00000000131623945415241,NA,NA,1
"240","ZWE","Zimbabwe","feed_land_chickens_industrial_meat",0.000410954933264899,61135.9866861943,"fofm",0,0,61135.9866861943,0.000410954933264899,0.00000000672198087477176,0.00000000672198087477176,NA,NA,1
