iso3c,country,system,fofm,cpi,tonnes_feed,cpi_per_tonne
WSM,Samoa,feed_marine_salmon_aquaculture_meat,fofm,3.786083665471564e-9,0.29514455362183206,1.2827896090275354e-8
XKO,Kosovo,feed_land_chickens_industrial_meat,fofm,0,0,0
XKO,Kosovo,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
XMI,Madeira Island,feed_land_chickens_industrial_meat,fofm,3.3318590097732804e-7,35.067875397551724,9.50117157655321e-9
XMI,Madeira Island,feed_marine_salmon_aquaculture_meat,fofm,3.237789423926976e-6,336.15484837231827,9.631839134864615e-9
YEM,Yemen,feed_land_chickens_industrial_meat,fofm,2.0143822687269166e-5,1632.0332776077323,1.2342776929644714e-8
YEM,Yemen,feed_marine_salmon_aquaculture_meat,fofm,1.064982617000168e-5,860.728150414458,1.2373042713745998e-8
ZAF,South Africa,feed_land_chickens_industrial_meat,fofm,2.8205527529381562e-5,3762.3876864603635,7.496709504680839e-9
ZAF,South Africa,feed_marine_salmon_aquaculture_meat,fofm,1.080458717106882e-4,14420.358566709188,7.492592587823904e-9
ZMB,Zambia,feed_land_chickens_industrial_meat,fofm,0,0,0
ZMB,Zambia,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
ZWE,Zimbabwe,feed_land_chickens_industrial_meat,fofm,0,0,0
ZWE,Zimbabwe,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
NA,NA,feed_land_chickens_industrial_meat,fofm,3.1810166494373885e-4,30392.03353533294,1.0466613383205262e-8
NA,NA,feed_marine_salmon_aquaculture_meat,fofm,0.001186228558045139,116409.809458075,1.0190108235443503e-8
