"","iso3c","Country","animal_system","country_farm_feed_chi","ID_0","land_area_km2","eez_area_km2","avg_cum_stress_km2","prop_of_global"
"217","TKM","Turkmenistan","broiler",0.00171491596544374,236,489593.038220311,0,0.00000000350273764446799,0.00000000350273764446799
"218","TLS","Timor-Leste","broiler",0.0000914883354740323,229,14915.4773136406,77473.8991115737,0.000000000990247353255909,0.000000000990247353255909
"219","TON","Tonga","broiler",0.0000198622610689998,232,763.418087857254,666052.04173587,0.0000000000297867435080921,0.0000000000297867435080921
"220","TTO","Trinidad and Tobago","broiler",0.00333683394926635,233,5159.13259494595,76561.6284066681,0.0000000408321448352695,0.0000000408321448352695
"221","TUN","Tunisia","broiler",0.00586815596693736,234,154863.579579804,99698.3071392177,0.0000000230519817501764,0.0000000230519817501764
"222","TUR","Turkey","broiler",0.0498433398084364,235,780704.35947309,262233.070693503,0.0000000477913040291158,0.0000000477913040291158
"223","TUV","Tuvalu","broiler",0.00000323386677359625,238,41.7255984770904,753133.025897459,0.00000000000429364734701107,0.00000000000429364734701107
"224","TWN","Taiwan","broiler",0.00514476812449927,225,36406.3359593443,429227.403377126,0.0000000110489590634703,0.0000000110489590634703
"225","TZA","Tanzania","broiler",0.00527027461285155,227,940576.054291058,241566.815015399,0.00000000445823829732487,0.00000000445823829732487
"226","UGA","Uganda","broiler",0.0040364160087868,239,241440.068272202,0,0.0000000167180867602974,0.0000000167180867602974
"227","UKR","Ukraine","broiler",0.0612294986310954,240,601362.643666564,136198.090825408,0.000000083016212452348,0.000000083016212452348
"228","URY","Uruguay","broiler",0.00869143397412865,245,177465.633943062,184512.809347195,0.0000000240109159405366,0.0000000240109159405366
"229","USA","United States","broiler",0.687310134687945,243,9473014.96754346,10578338.8770051,0.0000000342774926828597,0.0000000342774926828597
"230","UZB","Uzbekistan","broiler",0.00307522032723328,246,447555.524699968,0,0.00000000687114817607233,0.00000000687114817607233
"231","VCT","Saint Vincent and the Grenadines","broiler",0.0000192928665492477,196,397.94539971906,36243.8824975253,0.000000000526525767310276,0.000000000526525767310276
"232","VEN","Venezuela","broiler",0.0168844793482734,249,912492.718800439,473659.545926643,0.0000000121808258572501,0.0000000121808258572501
"233","VGB","British Virgin Islands","broiler",0.0000128363403279601,35,169.356709735732,81555.3897435604,0.000000000157067973717064,0.000000000157067973717064
"234","VIR","Virgin Islands, U.S.","broiler",0.00000294458417967676,251,362.159805692792,38274.6397543827,0.0000000000762119071249236,0.0000000000762119071249236
"235","VNM","Vietnam","broiler",0.0262143668572219,250,329276.306464468,750957.837079448,0.0000000242673007642775,0.0000000242673007642775
"236","VUT","Vanuatu","broiler",0.0000602079526678262,247,12318.9856582074,623424.432178116,0.0000000000947047991039164,0.0000000000947047991039164
"237","WLF","Wallis and Futuna","broiler",0.00000416086191071151,252,155.740863743589,262749.984080352,0.0000000000158264408718992,0.0000000000158264408718992
"238","WSM","Samoa","broiler",0.0000320630895658536,197,2853.35946694588,130480.233521269,0.000000000240472703444567,0.000000000240472703444567
"239","XKO","Kosovo","broiler",0.0000323152481013089,120,10919.8013485226,0,0.00000000295932563880212,0.00000000295932563880212
"240","XMI","Madeira Island","broiler",0.0000182862739644977,300,798.809504754971,452796.133611775,0.0000000000403141045595825,0.0000000000403141045595825
"241","YEM","Yemen","broiler",0.00991391824402671,254,452238.143697629,527384.377939391,0.0000000101201412024091,0.0000000101201412024091
"242","ZAF","South Africa","broiler",0.0500404488912801,211,1219709.07721422,1547575.56197897,0.0000000180828701834841,0.0000000180828701834841
"243","ZMB","Zambia","broiler",0.00812553406145811,255,750490.448387729,0,0.0000000108269653250273,0.0000000108269653250273
"244","ZWE","Zimbabwe","broiler",0.00656431554099153,256,390680.696799615,0,0.0000000168022520558738,0.0000000168022520558738
